STATE,ST,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE
Alabama,AL,2000,730184.0,4885917,425978,3003814,1456125,5003267,2551713,1319053,395909.0,663903
Alabama,AL,2001,728532.0,4832946,466150,2879636,1487160,5086045,2656393,1374265,426481.0,540284
Alabama,AL,2002,726367.0,5128559,508425,3010983,1609151,5147821,2720735,1414594,418949.0,496146
Alabama,AL,2003,727900.0,5196054,567704,2966981,1661369,5298932,2817111,1521462,424662.0,432279
Alabama,AL,2004,730418.0,5356113,625666,2971520,1758927,5450269,2875595,1580654,433522.0,449619
Alabama,AL,2005,729342.0,5889966,665924,3247562,1976480,5904664,3053380,1744013,462605.0,511944
Alabama,AL,2006,743265.0,6364028,730112,3540436,2093480,6591429,3326656,1983482,485936.0,666550
Alabama,AL,2007,743273.0,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077.0,687816
Alabama,AL,2008,742919.0,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746.0,816799
Alabama,AL,2009,745668.0,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019.0,924956
Alabama,AL,2010,748889.0,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539.0,729720
Alabama,AL,2011,746933.0,7376725,1077070,3965614,2334041,7411768,3844055,2295909,559140.0,564183
Alabama,AL,2012,744621.0,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658.0,580949
Alabama,AL,2013,744548.0,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737.0,643522
Alabama,AL,2014,740081.0,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642.0,580934
Alabama,AL,2015,734974.0,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283.0,510091
Alabama,AL,2016,734652.0,7498567,797631,4097696,2603240,7708845,3865453,2439634,602452.0,610743
Alaska,AK,2000,132822.0,1313510,199520,774194,339796,1386904,717725,417637,46782.0,184546
Alaska,AK,2001,131985.0,1325498,229297,732985,363216,1402839,701053,479510,48312.0,150279
Alaska,AK,2002,133010.0,1377767,249222,773418,355127,1523327,747223,485124,50601.0,215409
Alaska,AK,2003,133303.0,1425948,259423,813371,353154,1610289,763525,514052,55715.0,247005
Alaska,AK,2004,133153.0,1477152,286447,809810,380895,1647250,775069,527349,54475.0,255826
Alaska,AK,2005,132568.0,1599739,302846,878731,418162,1751718,829666,559084,55782.0,268700
Alaska,AK,2006,132893.0,1625138,289855,918976,416307,1817656,871434,601197,58037.0,236931
Alaska,AK,2007,132197.0,1800616,282270,1052357,465989,1938755,927307,645857,60699.0,257723
Alaska,AK,2008,130624.0,2188587,303399,1419318,465870,2274819,1113396,740000,65654.0,307512
Alaska,AK,2009,130236.0,2158970,312667,1357747,488556,2396412,1129756,832783,70835.0,303165
Alaska,AK,2010,131265.0,2230338,366970,1356673,506695,2371251,1151630,856333,71634.0,229874
Alaska,AK,2011,131704.0,2357828,420152,1416163,521513,2443898,1215062,908567,81031.0,180137
Alaska,AK,2012,130771.0,2383402,352005,1507913,523484,2483320,1255757,947153,82607.0,145219
Alaska,AK,2013,131091.0,2545117,320938,1707449,516730,2665933,1324649,982442,87165.0,248505
Alaska,AK,2014,130539.0,2663647,309525,1824373,529749,2727056,1346457,982843,86314.0,269107
Alaska,AK,2015,130755.0,2920986,344111,2026555,550320,2968341,1484610,1068849,92766.0,281914
Alaska,AK,2016,132477.0,2494691,307320,1613675,573696,2623014,1251738,983877,91536.0,255041
Arizona,AZ,2000,814807.0,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671.0,768425
Arizona,AZ,2001,834387.0,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157.0,1035457
Arizona,AZ,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925
Arizona,AZ,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642
Arizona,AZ,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146
Arizona,AZ,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286
Arizona,AZ,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569
Arizona,AZ,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673
Arizona,AZ,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620
Arizona,AZ,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659
Arizona,AZ,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810
Arizona,AZ,2011,946571.0,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633.0,741124
Arizona,AZ,2012,942738.0,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929.0,699033
Arizona,AZ,2013,941726.0,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750.0,558466
Arizona,AZ,2014,943937.0,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316.0,678228
Arizona,AZ,2015,944978.0,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876.0,497662
Arizona,AZ,2016,938274.0,8503034,1160908,3440726,3901400,7987011,3872250,2913176,490641.0,528694
Arkansas,AR,2000,450751.0,2844855,254735,2126099,464021,2683400,1531232,804253,138220.0,146666
Arkansas,AR,2001,449693.0,2974588,274406,2135281,564901,2951677,1616883,877225,153300.0,235346
Arkansas,AR,2002,449161.0,3147921,331069,2334551,482301,3087453,1697645,910208,165003.0,239177
Arkansas,AR,2003,450158.0,3241275,379947,2394336,466992,3242799,1768713,972598,170767.0,247245
Arkansas,AR,2004,453491.0,3385818,423001,2430731,532086,3539569,1863515,1036279,182711.0,362154
Arkansas,AR,2005,461667.0,3978240,447012,2995788,535440,3999608,2118580,1173643,200865.0,393713
Arkansas,AR,2006,472609.0,4247664,482038,3108910,656716,4343877,2265821,1297593,211065.0,449548
Arkansas,AR,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562
Arkansas,AR,2008,476110.0,4608356,488378,3487063,632915,4720720,2388502,1462092,248189.0,463449
Arkansas,AR,2009,474423.0,4753142,534510,3530487,688145,5017352,2417974,1492691,533057.0,409763
Arkansas,AR,2010,474897.0,5069272,787738,3677112,604422,5520387,2521528,1595730,639753.0,595456
Arkansas,AR,2011,475551.0,5176362,827026,3701224,648112,5669431,2559292,1655684,676591.0,605857
Arkansas,AR,2012,475671.0,5169926,666267,3823172,680487,5299969,2548056,1683928,277927.0,612420
Arkansas,AR,2013,477716.0,5067546,572096,3847045,648405,5226339,2545564,1694335,281692.0,533975
Arkansas,AR,2014,479881.0,5193218,552738,4006889,633591,5242672,2609867,1753929,282078.0,424314
Arkansas,AR,2015,479682.0,5308625,581412,4075118,652095,5350543,2620399,1772639,290396.0,511556
Arkansas,AR,2016,479177.0,5401016,593656,4122377,684983,5434193,2658253,1802769,289916.0,518181
California,CA,2000,5941946.0,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603.0,5849441
California,CA,2001,6045030.0,53288943,4280358,31374889,17633696,52082540,26641811,14127664,2570224.0,6755895
California,CA,2002,6136915.0,54727056,5084409,31005317,18637330,56464225,28593157,15568570,2882414.0,6998522
California,CA,2003,6226552.0,59815855,5795655,33617766,20402434,59749885,29561563,17030335,2995767.0,7341541
California,CA,2004,6284502.0,60162326,6634068,31756690,21771568,62647953,29624968,17338877,3048006.0,9242549
California,CA,2005,6307022.0,62171797,7148863,34912166,20110768,66196072,31070450,18046385,3132465.0,10223657
California,CA,2006,6295994.0,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244.0,10047331
California,CA,2007,6288686.0,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540.0,10058842
California,CA,2008,6258421.0,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956.0,9388155
California,CA,2009,6234155.0,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373.0,8881265
California,CA,2010,6213958.0,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156.0,7150441
California,CA,2011,6202604.0,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160.0,6523770
California,CA,2012,6203034.0,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344.0,6736656
California,CA,2013,6208733.0,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759.0,6160059
California,CA,2014,6224685.0,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789.0,6124103
California,CA,2015,6226523.0,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315.0,6373893
California,CA,2016,6217031.0,89217262,7709079,50904567,30603616,85320133,42587272,26058021,3995951.0,6786142
Colorado,CO,2000,707436.0,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201.0,782711
Colorado,CO,2001,723696.0,5372784,292518,2222723,2857543,5727966,2709184,1844900,209212.0,672080
Colorado,CO,2002,741319.0,5849588,338856,2460333,3050399,6237142,2963406,1967267,225545.0,779315
Colorado,CO,2003,751049.0,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480.0,821129
Colorado,CO,2004,756319.0,6527456,435102,2834744,3257610,6869975,3232723,2190563,245429.0,859189
Colorado,CO,2005,765388.0,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280.0,918985
Colorado,CO,2006,778842.0,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896.0,1024225
Colorado,CO,2007,790211.0,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754.0,1083411
Colorado,CO,2008,796824.0,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078.0,1157579
Colorado,CO,2009,812068.0,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128.0,1035058
Colorado,CO,2010,825242.0,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789.0,1011988
Colorado,CO,2011,834832.0,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267.0,827354
Colorado,CO,2012,843120.0,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940.0,697434
Colorado,CO,2013,851063.0,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228.0,758041
Colorado,CO,2014,865231.0,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620.0,932776
Colorado,CO,2015,872320.0,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263.0,923360
Colorado,CO,2016,880678.0,10123271,713914,4365019,5044338,9878524,4786838,3333043,399899.0,880204
Connecticut,CT,2000,530363.0,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639.0,369278
Connecticut,CT,2001,537521.0,6331569,256685,2389572,3685312,5987680,3360042,1748476,231240.0,385785
Connecticut,CT,2002,543829.0,6644334,288620,2490036,3865678,6475918,3570517,1847167,241930.0,542302
Connecticut,CT,2003,548466.0,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325.0,539870
Connecticut,CT,2004,552505.0,7276945,358769,2520724,4397452,7087023,3896977,2044339,267004.0,587992
Connecticut,CT,2005,552512.0,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388.0,496778
Connecticut,CT,2006,549744.0,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868.0,603391
Connecticut,CT,2007,549230.0,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943.0,913165
Connecticut,CT,2008,544417.0,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708.0,826090
Connecticut,CT,2009,539250.0,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685.0,763075
Connecticut,CT,2010,534800.0,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600.0,823081
Connecticut,CT,2011,530132.0,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756.0,516116
Connecticut,CT,2012,522451.0,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177.0,637389
Connecticut,CT,2013,517812.0,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881.0,487318
Connecticut,CT,2014,511082.0,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615.0,447290
Connecticut,CT,2015,505366.0,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941.0,530491
Connecticut,CT,2016,499494.0,11419673,468595,4411204,6539874,10826431,6110631,3307162,380996.0,620905
Delaware,DE,2000,112743.0,1098555,69540,716375,312640,1040480,571982,313410,42630.0,79176
Delaware,DE,2001,112055.0,1153831,77483,754926,321422,1175717,613955,349525,45976.0,132922
Delaware,DE,2002,111331.0,1180255,86532,764350,329373,1246284,645895,352551,51060.0,154186
Delaware,DE,2003,111282.0,1242436,91986,794472,355978,1317447,673997,367660,53399.0,171247
Delaware,DE,2004,111520.0,1334523,104492,827110,402921,1373416,709545,393664,57010.0,158252
Delaware,DE,2005,112562.0,1431710,106513,894498,430699,1480157,761786,424220,62086.0,172879
Delaware,DE,2006,114371.0,1544615,109044,969809,465762,1646885,817872,467410,64658.0,227679
Delaware,DE,2007,114678.0,1694929,102114,1071957,520858,1705204,825084,481610,68343.0,245757
Delaware,DE,2008,114062.0,1694998,104304,1037624,553070,1746925,852701,494996,72590.0,241390
Delaware,DE,2009,116804.0,1718993,109682,1047418,561893,1798244,877678,496383,80812.0,254460
Delaware,DE,2010,117628.0,1733458,180584,992422,560452,1758988,901200,499586,79328.0,192826
Delaware,DE,2011,119878.0,1759170,192182,1010026,556962,1808905,964284,497158,89576.0,182497
Delaware,DE,2012,118624.0,1855867,183793,1090060,582014,1915966,1053066,531313,105134.0,149584
Delaware,DE,2013,118685.0,1930466,151096,1124112,655258,1924626,1030897,560882,97722.0,157935
Delaware,DE,2014,120623.0,1954374,133055,1137764,683555,1988535,1050647,582448,103583.0,171618
Delaware,DE,2015,121845.0,2017075,137544,1142333,737198,1975093,1072395,583951,122741.0,103129
Delaware,DE,2016,121225.0,2043577,134412,1172219,736946,2041952,1126775,588181,130187.0,104579
District of Columbia,,2000,70762.0,881423,184825,0,696598,858807,318260,429891,23107.0,87549
District of Columbia,,2001,68925.0,1042261,114876,0,927385,1026146,412276,394656,35108.0,184106
District of Columbia,,2002,68449.0,1138126,141514,0,996612,1145684,452905,431693,42192.0,218894
District of Columbia,,2003,67522.0,1114061,152599,0,961462,1105963,473414,406078,32193.0,194278
District of Columbia,,2004,65099.0,1081501,167020,0,914481,1087040,515377,397800,36180.0,128227
District of Columbia,,2005,62306.0,1109605,167922,0,941683,1085658,459063,450060,38671.0,134417
District of Columbia,,2006,59616.0,1092863,127371,0,965492,1081887,478688,433933,39503.0,126807
District of Columbia,,2007,56943.0,1148358,134700,0,1013658,1140506,491992,437772,40703.0,167103
District of Columbia,,2008,58191.0,1224312,85568,0,1138744,1224785,520090,439197,43032.0,202768
District of Columbia,,2009,44331.0,801008,75856,0,725152,805362,330698,370127,38514.0,66023
District of Columbia,,2010,43866.0,1195934,80585,0,1115349,1290048,526469,425379,40837.0,297363
District of Columbia,,2011,44199.0,1283071,155505,0,1127566,1297175,525185,389526,56132.0,326332
District of Columbia,,2012,44618.0,1331006,137742,0,1193264,1189542,594156,266716,44780.0,283890
District of Columbia,,2013,44179.0,1300036,129874,0,1170162,1308438,559940,332997,39825.0,375676
District of Columbia,,2014,44942.0,1342220,134959,0,1207261,1313289,503349,375966,34409.0,399565
District of Columbia,,2015,46155.0,1382282,146366,0,1235916,1360942,557345,379854,41841.0,381902
District of Columbia,,2016,48336.0,1329719,154922,0,1174797,1322563,594396,369131,43753.0,315283
Florida,FL,2000,2377271.0,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140.0,2792662
Florida,FL,2001,2431884.0,18467090,1563902,9120855,7782333,18389394,8412975,5514993,1197780.0,2868679
Florida,FL,2002,2500179.0,18541689,1762460,8542871,8236358,19051049,8781232,5589428,1245146.0,2999914
Florida,FL,2003,2536699.0,19549835,1956803,8689141,8903891,20180142,9622598,5938231,1225274.0,2924134
Florida,FL,2004,2592997.0,21623923,2174314,9593760,9855849,21896220,10411050,6317387,1298226.0,3365514
Florida,FL,2005,2645280.0,23216404,2328513,9940813,10947078,23857012,11270907,6876508,1363005.0,3803764
Florida,FL,2006,2663973.0,25423686,2460004,10215772,12747910,26609155,12211602,7492039,1437303.0,4860930
Florida,FL,2007,2656176.0,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095.0,5992654
Florida,FL,2008,2645680.0,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863.0,5980134
Florida,FL,2009,2623067.0,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420.0,4533913
Florida,FL,2010,2627390.0,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867.0,2944085
Florida,FL,2011,2636404.0,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138.0,2217069
Florida,FL,2012,2658559.0,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628.0,1837264
Florida,FL,2013,2680074.0,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414.0,1411455
Florida,FL,2014,2708022.0,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820.0,1468023
Florida,FL,2015,2743641.0,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178.0,1681665
Florida,FL,2016,2776933.0,28125598,3147329,10963807,14014462,27945116,15212112,8286140,1841593.0,1983363
Georgia,GA,2000,1422941.0,11197766,710741,5406709,5080316,10884510,5701293,2931538,546396.0,1520834
Georgia,GA,2001,1444937.0,12271962,758799,5945868,5567295,11853800,6336556,3131291,566956.0,1620496
Georgia,GA,2002,1470634.0,13042229,904826,6361710,5775693,12690343,6894589,3341604,616115.0,1659378
Georgia,GA,2003,1495819.0,13524807,1051973,6551699,5921135,13516783,7352918,3615906,649880.0,1705482
Georgia,GA,2004,1522424.0,14136215,1201843,6333305,6601067,13779680,7492703,3675160,659431.0,1767711
Georgia,GA,2005,1552758.0,14724731,1375318,6449103,6900310,14492666,7886069,3954215,658022.0,1794894
Georgia,GA,2006,1597682.0,16165924,1455212,7136011,7574701,15839227,8583817,4432252,708588.0,1930006
Georgia,GA,2007,1628409.0,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339.0,2271958
Georgia,GA,2008,1646010.0,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562.0,2703375
Georgia,GA,2009,1649598.0,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062.0,2712073
Georgia,GA,2010,1660643.0,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517.0,1814143
Georgia,GA,2011,1666039.0,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605.0,1368395
Georgia,GA,2012,1669156.0,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885.0,1566020
Georgia,GA,2013,1682620.0,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291.0,1632844
Georgia,GA,2014,1699185.0,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343.0,1642099
Georgia,GA,2015,1717805.0,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277.0,1879063
Georgia,GA,2016,1727085.0,19403453,1807371,8771192,8824890,19158388,10534931,5554271,1029127.0,1834767
Hawaii,HI,2000,185860.0,1404895,127042,1247256,30597,1363511,765134,373038,109367.0,115972
Hawaii,HI,2001,184360.0,1682332,140953,1511318,30061,1363164,732512,412203,105505.0,112944
Hawaii,HI,2002,184546.0,1889600,170152,1684226,35222,1436637,815123,457784,121615.0,42115
Hawaii,HI,2003,183829.0,2078877,170377,1873318,35182,1602392,888473,521929,128941.0,63049
Hawaii,HI,2004,183609.0,2138137,236470,1850737,50930,1734591,943647,544864,129740.0,116340
Hawaii,HI,2005,183185.0,2274166,236973,1986615,50578,1765805,1007207,559178,137949.0,61471
Hawaii,HI,2006,182818.0,2705532,225393,2431735,48404,1939968,1077351,643718,143911.0,74988
Hawaii,HI,2007,180728.0,2985593,256696,2681049,47848,2199604,1177781,732536,151243.0,138044
Hawaii,HI,2008,179897.0,2541703,310732,2154313,76658,2242408,1281836,742938,123179.0,94455
Hawaii,HI,2009,179478.0,2689758,392837,2205032,91889,2318671,1402305,718309,129473.0,68584
Hawaii,HI,2010,180196.0,2564856,382400,2093300,89156,2215458,1321657,697833,123051.0,72917
Hawaii,HI,2011,179601.0,2499513,347363,2088870,63280,2259104,1253534,786284,133810.0,85476
Hawaii,HI,2012,182706.0,2535038,318728,2161254,55056,2344733,1262938,814511,143188.0,124096
Hawaii,HI,2013,184760.0,2331770,310778,1962923,58069,2345917,1283872,770643,144746.0,146656
Hawaii,HI,2014,186825.0,2696766,286988,2354601,55177,2504144,1386369,798677,145898.0,173200
Hawaii,HI,2015,182384.0,2703683,259390,2381547,62746,2521004,1377713,835930,145560.0,161801
Hawaii,HI,2016,181995.0,3030519,261131,2710361,59027,2733094,1468044,901508,146892.0,216650
Idaho,ID,2000,245226.0,1452222,109898,888384,453940,1467977,798629,425211,59735.0,153472
Idaho,ID,2001,243926.0,1571348,123520,964414,483414,1535485,853733,461819,64896.0,124442
Idaho,ID,2002,244937.0,1625444,138930,988386,498128,1666027,896815,499035,67785.0,167918
Idaho,ID,2003,248515.0,1685984,162530,994022,529432,1726941,924434,510284,69672.0,185850
Idaho,ID,2004,252037.0,1733838,177528,1007906,548404,1744954,943113,507529,72821.0,183197
Idaho,ID,2005,253782.0,1796035,192039,1023550,580446,1819519,989703,531569,77321.0,181622
Idaho,ID,2006,258314.0,1875346,201040,1046128,628178,1903720,1027985,557225,82623.0,189807
Idaho,ID,2007,262935.0,2011951,202977,1338182,470792,1960472,1069134,590192,86738.0,163583
Idaho,ID,2008,265844.0,2151476,205035,1409151,537290,2001328,1124302,627415,94898.0,93431
Idaho,ID,2009,267951.0,2182273,218777,1459554,503942,2078446,1157633,646213,100576.0,111190
Idaho,ID,2010,266613.0,2177999,444112,1231537,502350,2098737,1159932,638912,100157.0,135181
Idaho,ID,2011,265713.0,2089982,292602,1320153,477227,1960818,1104553,613667,98963.0,83524
Idaho,ID,2012,267556.0,1981482,266087,1238989,476406,1911706,1073312,609786,102831.0,69239
